Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0.1,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0.2,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0461,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,331 FLORA STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0461,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,331 FLORA STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0461,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,331 FLORA STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0461,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,331 FLORA STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0465,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,571 MCLEOD STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0465,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,571 MCLEOD STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0465,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,571 MCLEOD STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0465,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,571 MCLEOD STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0465,AI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,571 MCLEOD STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0465,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,571 MCLEOD STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0465,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,571 MCLEOD STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0465,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,571 MCLEOD STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0465,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,571 MCLEOD STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0465,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,571 MCLEOD STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0465,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,571 MCLEOD STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0465,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,571 MCLEOD STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0466,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,51 SPRUCE STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0466,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,51 SPRUCE STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0466,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,51 SPRUCE STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0466,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,51 SPRUCE STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0466,AI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,51 SPRUCE STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0466,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,51 SPRUCE STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0466,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,51 SPRUCE STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0466,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,51 SPRUCE STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0466,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,51 SPRUCE STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0466,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,51 SPRUCE STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0466,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,51 SPRUCE STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S179-B0466,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,51 SPRUCE STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S050-B0525,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 SPADINA AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S050-B0525,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 SPADINA AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S050-B0525,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 SPADINA AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S050-B0525,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 SPADINA AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S050-B0525,AI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 SPADINA AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S050-B0525,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 SPADINA AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S050-B0525,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 SPADINA AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S050-B0525,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 SPADINA AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S050-B0525,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 SPADINA AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S050-B0525,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 SPADINA AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S050-B0525,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 SPADINA AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S050-B0525,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 SPADINA AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S003-B011,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,500 PRINCE ALBERT STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S003-B011,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,500 PRINCE ALBERT STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S003-B011,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,500 PRINCE ALBERT STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S003-B011,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,500 PRINCE ALBERT STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S003-B011,AI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,500 PRINCE ALBERT STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S003-B011,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,500 PRINCE ALBERT STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S003-B011,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,500 PRINCE ALBERT STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S003-B011,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,500 PRINCE ALBERT STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S003-B011,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,500 PRINCE ALBERT STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S003-B011,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,500 PRINCE ALBERT STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S003-B011,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,500 PRINCE ALBERT STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S003-B011,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,500 PRINCE ALBERT STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S182-B1250,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,140 DEN HAAG DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S182-B1250,QI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,140 DEN HAAG DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S182-B1250,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,140 DEN HAAG DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S182-B1250,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,140 DEN HAAG DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S182-B1250,AI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,140 DEN HAAG DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S182-B1250,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,140 DEN HAAG DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S182-B1250,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,140 DEN HAAG DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S182-B1250,QI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,140 DEN HAAG DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S182-B1250,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,140 DEN HAAG DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S182-B1250,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,140 DEN HAAG DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S182-B1250,SAI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,140 DEN HAAG DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S182-B1250,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,140 DEN HAAG DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S119-B1012,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,1485 CALDWELL AVENUE (SECURITY CARS ONLY),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S119-B1012,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,1485 CALDWELL AVENUE (SECURITY CARS ONLY),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S119-B1012,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,1485 CALDWELL AVENUE (SECURITY CARS ONLY),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S119-B1012,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,1485 CALDWELL AVENUE (SECURITY CARS ONLY),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S119-B1012,AI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,1485 CALDWELL AVENUE (SECURITY CARS ONLY),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S119-B1012,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,1485 CALDWELL AVENUE (SECURITY CARS ONLY),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S119-B1012,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,1485 CALDWELL AVENUE (SECURITY CARS ONLY),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S119-B1012,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,1485 CALDWELL AVENUE (SECURITY CARS ONLY),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S119-B1012,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,1485 CALDWELL AVENUE (SECURITY CARS ONLY),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S119-B1012,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,1485 CALDWELL AVENUE (SECURITY CARS ONLY),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S119-B1012,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,1485 CALDWELL AVENUE (SECURITY CARS ONLY),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S119-B1012,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,1485 CALDWELL AVENUE (SECURITY CARS ONLY),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S093-B1246,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 VAN LANG PRIVATE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,"FIRE ALARM AI,PERIODIC-OTTAWA COMMUNITY HOUSING",0-100013,S093-B1246,MI,100051.0,,06/15/2021,06/15/2016,01/01/2021,,,,,,,,,,29 VAN LANG PRIVATE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
